STATE,STATENAME,ST_CASE,VEH_NO,PVE_FORMS,PNUMOCCS,PNUMOCCSNAME,PDAY,PDAYNAME,PMONTH,PMONTHNAME,PHOUR,PHOURNAME,PMINUTE,PMINUTENAME,PHARM_EV,PHARM_EVNAME,PMAN_COLL,PMAN_COLLNAME,PTYPE,PTYPENAME,PHIT_RUN,PHIT_RUNNAME,PREG_STAT,PREG_STATNAME,POWNER,POWNERNAME,PMAKE,PMAKENAME,PMODEL,PMAK_MOD,PBODYTYP,PBODYTYPNAME,PMODYEAR,PMODYEARNAME,PVIN,PVINNAME,PVIN_1,PVIN_2,PVIN_3,PVIN_4,PVIN_5,PVIN_6,PVIN_7,PVIN_8,PVIN_9,PVIN_10,PVIN_11,PVIN_12,PTRAILER,PTRAILERNAME,PMCARR_I1,PMCARR_I1NAME,PMCARR_I2,PMCARR_I2NAME,PMCARR_ID,PMCARR_IDNAME,PGVWR,PGVWRNAME,PV_CONFIG,PV_CONFIGNAME,PCARGTYP,PCARGTYPNAME,PHAZ_INV,PHAZ_INVNAME,PHAZPLAC,PHAZPLACNAME,PHAZ_ID,PHAZ_IDNAME,PHAZ_CNO,PHAZ_CNONAME,PHAZ_REL,PHAZ_RELNAME,PBUS_USE,PBUS_USENAME,PSP_USE,PSP_USENAME,PEM_USE,PEM_USENAME,PUNDERIDE,PUNDERIDENAME,PIMPACT1,PIMPACT1NAME,PVEH_SEV,PVEH_SEVNAME,PTOWED,PTOWEDNAME,PM_HARM,PM_HARMNAME,PVEH_SC1,PVEH_SC1NAME,PVEH_SC2,PVEH_SC2NAME,PFIRE,PFIRENAME,PDEATHS
29,Missouri,290243,2,1,0,None,21,21,5,May,0,0:00am-0:59am,59,59,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,29,Missouri,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,37,Honda,32,Honda Accord,4,"4-door sedan, hardtop",2013,2013,1HGCR2F88DA0,1HGCR2F88DA0,1,H,G,C,R,2,F,8,8,D,A,0,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,12,12 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
29,Missouri,290243,3,1,0,None,21,21,5,May,0,0:00am-0:59am,59,59,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,29,Missouri,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,20,Chevrolet,37,Chevrolet Malibu/Malibu Maxx,4,"4-door sedan, hardtop",2002,2002,1G1ND52J32M5,1G1ND52J32M5,1,G,1,N,D,5,2,J,3,2,M,5,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,9,9 Clock Point,4,Functional Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
29,Missouri,290306,2,1,0,None,21,21,5,May,2,2:00am-2:59am,47,47,42,Tree (Standing Only),0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,29,Missouri,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,12,Ford,37,Ford Focus,4,"4-door sedan, hardtop",2004,2004,1FAHP38Z44W1,1FAHP38Z44W1,1,F,A,H,P,3,8,Z,4,4,W,1,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,8,8 Clock Point,4,Functional Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
29,Missouri,290475,3,2,0,None,10,10,8,August,21,9:00pm-9:59pm,7,7,12,Motor Vehicle In-Transport,6,Angle,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,29,Missouri,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,12,Ford,401,Ford Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2004,2004,1FMZU72K84UB,1FMZU72K84UB,1,F,M,Z,U,7,2,K,8,4,U,B,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
29,Missouri,290475,4,2,0,None,10,10,8,August,21,9:00pm-9:59pm,7,7,12,Motor Vehicle In-Transport,6,Angle,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,29,Missouri,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,12,Ford,481,Ford F-Series pickup,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)",1998,1998,1FTRX17L7WKA,1FTRX17L7WKA,1,F,T,R,X,1,7,L,7,W,K,A,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,13,Top,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
29,Missouri,290475,5,2,0,None,10,10,8,August,21,9:00pm-9:59pm,7,7,12,Motor Vehicle In-Transport,6,Angle,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,29,Missouri,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,35,Datsun/Nissan,47,Datsun/Nissan Altima,4,"4-door sedan, hardtop",2006,2006,1N4AL11D96C2,1N4AL11D96C2,1,N,4,A,L,1,1,D,9,6,C,2,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
29,Missouri,290549,2,1,0,None,31,31,8,August,11,11:00am-11:59am,35,35,53,Mail Box,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,29,Missouri,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,12,Ford,880,"Ford Medium/Heavy Pickup (pickup-style only - over 10,000 lbs)",67,"Medium/heavy Pickup (>10,000 lbs. GVWR)",2005,2005,1FTWW31P85EC,1FTWW31P85EC,1,F,T,W,W,3,1,P,8,5,E,C,0,No Trailing Units,88,None,888888888,None,88888888888,None,2,"10,001 lbs - 26,000 lbs",1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",97,Other,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
29,Missouri,290685,2,1,0,None,29,29,9,September,3,3:00am-3:59am,8,8,38,Fence,0,Not a Collision with Motor Vehicle In-Transport,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,99,Unknown,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,84,International Harvester/Navistar,884,International Harvester/Navistar Medium/Heavy - Unknown engine location,63,"Single-unit straight truck or Cab-Chassis (GVWR > 26,000 lbs.)",2009,2009,1HTMMAAN89H0,1HTMMAAN89H0,1,H,T,M,M,A,A,N,8,9,H,0,0,No Trailing Units,99,Unknown,999999999,Unknown,99999999999,Unknown,3,"26,001 lbs. or more",1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",98,Unknown Cargo Body Type,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,3,3 Clock Point,4,Functional Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
29,Missouri,290685,3,1,0,None,29,29,9,September,3,3:00am-3:59am,8,8,38,Fence,0,Not a Collision with Motor Vehicle In-Transport,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,99,Unknown,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,12,Ford,880,"Ford Medium/Heavy Pickup (pickup-style only - over 10,000 lbs)",67,"Medium/heavy Pickup (>10,000 lbs. GVWR)",2015,2015,1FDUF5HT2FED,1FDUF5HT2FED,1,F,D,U,F,5,H,T,2,F,E,D,0,No Trailing Units,99,Unknown,999999999,Unknown,99999999999,Unknown,2,"10,001 lbs - 26,000 lbs",1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",97,Other,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,98,Not Reported,9,Unknown,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,1,Yes,0
29,Missouri,290750,2,1,0,None,20,20,11,November,23,11:00pm-11:59pm,56,56,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,20,Kansas,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,87,Peterbilt,881,Peterbilt Medium/Heavy - CBE,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",2016,2016,1XPBDP9X3GD3,1XPBDP9X3GD3,1,X,P,B,D,P,9,X,3,G,D,3,1,One Trailing Unit,57,US DOT,2464805,2464805,572464805,572464805,3,"26,001 lbs. or more",6,Truck Tractor/Semi-Trailer,1,Van/Enclosed Box,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
29,Missouri,290782,2,1,0,None,14,14,10,October,20,8:00pm-8:59pm,18,18,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,29,Missouri,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,20,Chevrolet,2,"Chevrolet Impala/Caprice (For SS from 2014 on, use 20-021.)",4,"4-door sedan, hardtop",2012,2012,2G1WG5E39C12,2G1WG5E39C12,2,G,1,W,G,5,E,3,9,C,1,2,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,8,8 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
29,Missouri,290782,3,1,0,None,14,14,10,October,20,8:00pm-8:59pm,18,18,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,29,Missouri,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,24,Saturn,1,Saturn SL,4,"4-door sedan, hardtop",2001,2001,1G8JU82F91Y5,1G8JU82F91Y5,1,G,8,J,U,8,2,F,9,1,Y,5,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,8,8 Clock Point,9,Unknown,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
30,Montana,300165,2,1,0,None,31,31,10,October,1,1:00am-1:59am,12,12,11,Live Animal,0,Not a Collision with Motor Vehicle In-Transport,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,30,Montana,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,87,Peterbilt,884,Peterbilt Medium/Heavy - Unknown engine location,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",1999,1999,1XP5DB9XXXD4,1XP5DB9XXXD4,1,X,P,5,D,B,9,X,X,X,D,4,0,No Trailing Units,57,US DOT,258202300,258202300,57258202300,57258202300,3,"26,001 lbs. or more",19,"Truck More Than 10,000 lbs, Cannot Classify",3,Flatbed,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,4,Functional Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
31,Nebraska,310064,3,2,0,None,1,1,4,April,4,4:00am-4:59am,19,19,12,Motor Vehicle In-Transport,6,Angle,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,31,Nebraska,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,12,Ford,401,Ford Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2006,2006,1FMEU73E46UA,1FMEU73E46UA,1,F,M,E,U,7,3,E,4,6,U,A,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,4,Functional Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
31,Nebraska,310083,2,1,0,None,23,23,5,May,0,0:00am-0:59am,53,53,38,Fence,0,Not a Collision with Motor Vehicle In-Transport,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,31,Nebraska,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,86,Mack,881,Mack Medium/Heavy - CBE,63,"Single-unit straight truck or Cab-Chassis (GVWR > 26,000 lbs.)",1998,1998,1M2P264C7WM0,1M2P264C7WM0,1,M,2,P,2,6,4,C,7,W,M,0,0,No Trailing Units,57,US DOT,1057690,1057690,571057690,571057690,3,"26,001 lbs. or more",2,Single-Unit Truck (3 or more axles),5,Concrete Mixer,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,8,8 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
31,Nebraska,310173,2,1,0,None,10,10,10,October,21,9:00pm-9:59pm,23,23,30,Utility Pole/Light Support,0,Not a Collision with Motor Vehicle In-Transport,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,31,Nebraska,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,49,Toyota,40,Toyota Camry,4,"4-door sedan, hardtop",2007,2007,4T1BE46K97U5,4T1BE46K97U5,4,T,1,B,E,4,6,K,9,7,U,5,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,12,12 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
31,Nebraska,310173,3,1,0,None,10,10,10,October,21,9:00pm-9:59pm,23,23,30,Utility Pole/Light Support,0,Not a Collision with Motor Vehicle In-Transport,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,31,Nebraska,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,7,Dodge,482,Dodge Ram Pickup,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)",2009,2009,1D3HV13T99S7,1D3HV13T99S7,1,D,3,H,V,1,3,T,9,9,S,7,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,9,9 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
31,Nebraska,310187,1,1,1,01,17,17,11,November,20,8:00pm-8:59pm,30,30,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,39,Ohio,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,87,Peterbilt,881,Peterbilt Medium/Heavy - CBE,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",2007,2007,1XPHD49X07N6,1XPHD49X07N6,1,X,P,H,D,4,9,X,0,7,N,6,1,One Trailing Unit,57,US DOT,614653,614653,57614653,57614653,3,"26,001 lbs. or more",6,Truck Tractor/Semi-Trailer,1,Van/Enclosed Box,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,9,9 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
31,Nebraska,310216,2,1,0,None,22,22,10,October,2,2:00am-2:59am,35,35,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,4,"Working Motor Vehicle (highway construction, maintenance, utility only)",0,No,31,Nebraska,3,Vehicle Registered as Business/Company/Government Vehicle,82,Freightliner,881,Freightliner Medium/Heavy - CBE,64,Single-unit straight truck or Cab-Chassis (GVWR unknown),2015,2015,1FVACYCY2FHG,1FVACYCY2FHG,1,F,V,A,C,Y,C,Y,2,F,H,G,0,No Trailing Units,99,Unknown,999999999,Unknown,99999999999,Unknown,3,"26,001 lbs. or more",2,Single-Unit Truck (3 or more axles),97,Other,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,2,Minor Damage,5,Not Towed,14,Parked Motor Vehicle,0,None,0,None,0,No or Not Reported,0
32,Nevada,320043,2,1,0,None,30,30,3,March,9,9:00am-9:59am,29,29,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,4,"Working Motor Vehicle (highway construction, maintenance, utility only)",0,No,32,Nevada,3,Vehicle Registered as Business/Company/Government Vehicle,12,Ford,481,Ford F-Series pickup,40,"Cab Chassis Based (includes Rescue Vehicle, Light Stake, Dump, and Tow Truck)",2005,2005,1FDXW46P35EA,1FDXW46P35EA,1,F,D,X,W,4,6,P,3,5,E,A,0,No Trailing Units,88,None,888888888,None,88888888888,None,2,"10,001 lbs - 26,000 lbs",1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",3,Flatbed,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,10,10 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
32,Nevada,320067,3,2,0,None,3,3,4,April,3,3:00am-3:59am,1,1,12,Motor Vehicle In-Transport,1,Front-to-Rear,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,32,Nevada,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,12,Ford,481,Ford F-Series pickup,40,"Cab Chassis Based (includes Rescue Vehicle, Light Stake, Dump, and Tow Truck)",2005,2005,3FRNF65F85V1,3FRNF65F85V1,3,F,R,N,F,6,5,F,8,5,V,1,0,No Trailing Units,88,None,888888888,None,88888888888,None,3,"26,001 lbs. or more",1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",96,No Cargo Body Type,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
32,Nevada,320185,2,1,0,None,22,22,9,September,1,1:00am-1:59am,51,51,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,32,Nevada,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,35,Datsun/Nissan,499,Datsun/Nissan Unknown (light truck),14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",1996,1996,1N6SD11S4TC3,1N6SD11S4TC3,1,N,6,S,D,1,1,S,4,T,C,3,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,10,10 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
32,Nevada,320189,2,1,0,None,29,29,5,May,3,3:00am-3:59am,11,11,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,32,Nevada,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,89,White/Autocar White/GMC,882,White/Autocar White/GMC Medium/Heavy - COE low entry,63,"Single-unit straight truck or Cab-Chassis (GVWR > 26,000 lbs.)",2008,2008,5VCDC6KE58H2,5VCDC6KE58H2,5,V,C,D,C,6,K,E,5,8,H,2,0,No Trailing Units,88,None,888888888,None,88888888888,None,3,"26,001 lbs. or more",1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",7,Garbage/Refuse,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,4,Functional Damage,3,Towed Not Due to Disabling Damage,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
32,Nevada,320218,2,1,0,None,9,9,11,November,0,0:00am-0:59am,44,44,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,92,No Registration,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,84,International Harvester/Navistar,881,International Harvester/Navistar Medium/Heavy - CBE,64,Single-unit straight truck or Cab-Chassis (GVWR unknown),1992,1992,1HTHBBEN8NH4,1HTHBBEN8NH4,1,H,T,H,B,B,E,N,8,N,H,4,0,No Trailing Units,88,None,888888888,None,88888888888,None,3,"26,001 lbs. or more",1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",3,Flatbed,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,8,8 Clock Point,4,Functional Damage,3,Towed Not Due to Disabling Damage,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
32,Nevada,320240,2,1,0,None,16,16,9,September,17,5:00pm-5:59pm,47,47,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,32,Nevada,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,42,Mercedes-Benz,401,Mercedes-Benz M/ML Class,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",1999,1999,4JGAB72E4XA0,4JGAB72E4XA0,4,J,G,A,B,7,2,E,4,X,A,0,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,12,12 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
32,Nevada,320270,3,2,0,None,14,14,11,November,15,3:00pm-3:59pm,19,19,12,Motor Vehicle In-Transport,6,Angle,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,32,Nevada,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,20,Chevrolet,37,Chevrolet Malibu/Malibu Maxx,4,"4-door sedan, hardtop",2000,2000,1G1ND52J0Y61,1G1ND52J0Y61,1,G,1,N,D,5,2,J,0,Y,6,1,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,1,1 Clock Point,4,Functional Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
32,Nevada,320296,2,1,0,None,11,11,11,November,20,8:00pm-8:59pm,35,35,39,Wall,0,Not a Collision with Motor Vehicle In-Transport,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,32,Nevada,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,49,Toyota,472,Toyota Tacoma,40,"Cab Chassis Based (includes Rescue Vehicle, Light Stake, Dump, and Tow Truck)",1997,1997,4TAVL52N4VZ2,4TAVL52N4VZ2,4,T,A,V,L,5,2,N,4,V,Z,2,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,82,Right-Front Side,4,Functional Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
