ST_CASE,VE_TOTAL,PEDS,PERSONS,COUNTY,MONTH,DAY_WEEK,YEAR,HOUR,ROUTE,LATITUDE,LONGITUD,HARM_EV,MAN_COLL,RELJCT2,TYP_INT,REL_ROAD,WRK_ZONE,LGT_COND,WEATHER,SCH_BUS,FATALS,DRUNK_DR,AGE,SEX_1,SEX_2,SEX_8,SEX_9,REST_MIS,DRUGS,BT_Sedan,BT_Pickup,BT_SUV_Van,BT_Motorcyle,BT_Truck,BT_Bus,BT_Unknown_Other,BT_Motorcycle,OOS_REG,TRAV_SP,DR_DRINK,PREV_ACC,PREV_DWI,PREV_SPD,SPEED_REL,VSPD_LIM,ACC_TYPE_A,ACC_TYPE_B,ACC_TYPE_C,ACC_TYPE_D,ACC_TYPE_E,ACC_TYPE_F,ACC_TYPE_G,ACC_TYPE_H,ACC_TYPE_I,ACC_TYPE_J,ACC_TYPE_K,ACC_TYPE_L,ACC_TYPE_M,MDRDSTRD,MVIOLATN,ROAD_FNC
410395,1,1,1,11,9,3,2015,16,4,43.34107222,-124.3099444,8,0,1,1,1,0,1,98,0,1,0,66,2,0,0,0,0,9,0,0,1,0,0,0,0,0.0,0,999,0,0,0,1,0,99,0,0,1,0,0,0,0,0,0,0,0,0,0,99,7,5
410396,1,1,1,51,11,1,2015,3,6,45.50388333,-122.4163556,8,0,1,1,1,0,3,10,0,1,0,57,1,1,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0,3
410397,2,0,4,19,12,3,2015,0,1,43.561775,-123.2810806,12,2,1,1,1,0,2,10,0,1,1,29,3,1,0,0,0,9,0,0,1,0,1,0,0,0.0,1,999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,1
410398,1,0,3,61,12,3,2015,14,4,45.22377778,-117.929925,10,0,6,1,1,0,1,10,0,3,0,34,2,1,0,0,0,9,0,0,1,0,0,0,0,0.0,0,999,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,7
410399,2,0,2,53,12,5,2015,9,3,45.01480833,-123.4163972,12,6,1,1,1,0,1,10,0,1,0,63,1,1,0,0,0,9,0,1,1,0,0,0,0,0.0,0,999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,99,0,3
410400,2,0,2,35,11,2,2015,0,4,42.23303056,-121.8251111,12,6,8,1,1,0,2,98,0,1,0,27,2,0,0,0,0,9,0,2,0,0,0,0,0,0.0,1,999,0,1,1,0,1,99,0,0,0,0,0,0,0,0,0,0,0,1,0,99,0,5
410401,1,0,1,11,10,6,2015,20,4,43.4827,-123.9332278,1,0,1,1,4,0,2,98,0,1,0,72,1,0,0,0,0,9,0,1,0,0,0,0,0,0.0,99,999,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,5
410402,2,1,2,19,11,6,2015,21,3,43.10759722,-123.5308667,8,0,1,1,1,0,2,1,0,1,0,44,3,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,999,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,99,0,3
410403,1,0,2,33,11,6,2015,9,3,42.11943333,-123.6099778,42,0,1,1,4,0,1,98,0,1,0,999,1,1,0,0,0,9,1,0,0,0,0,0,0,0.0,1,999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,5
410404,1,0,2,71,11,7,2015,15,4,45.15147222,-123.1906694,1,0,1,1,4,0,1,1,0,1,1,45,1,1,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,1,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,1,99,1,7
410405,1,0,1,31,11,2,2015,23,4,44.75854444,-121.2665944,1,0,1,1,4,0,2,98,0,1,1,41,1,0,0,0,0,9,0,0,0,0,0,0,1,0.0,99,999,1,0,1,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,6
410406,1,0,1,31,12,1,2015,15,4,44.74815,-121.2271167,99,98,98,98,98,0,1,98,0,1,1,27,1,0,0,0,0,9,0,0,0,0,0,0,1,0.0,99,999,1,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,6
410407,1,0,2,9,12,4,2015,13,4,46.09689167,-123.0745694,3,0,1,1,1,0,1,2,0,1,0,77,1,1,0,0,0,9,0,0,1,0,0,0,0,0.0,0,999,0,0,0,0,0,99,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,6
410408,1,0,1,39,12,1,2015,19,4,43.79233056,-123.033025,1,0,1,1,4,0,2,2,0,1,1,44,1,0,0,0,0,9,0,0,1,0,0,0,0,0.0,0,999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,5
410409,1,0,1,15,12,1,2015,2,4,42.55083056,-124.3733972,3,0,1,1,4,0,2,98,0,1,1,23,1,0,0,0,0,9,0,0,0,0,0,0,1,0.0,99,999,1,0,0,0,0,99,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,5
410410,1,0,1,39,12,4,2015,99,4,99.9999,999.9999,3,0,1,1,4,0,9,98,0,1,1,21,1,0,0,0,0,9,0,0,0,0,0,0,1,0.0,99,999,1,0,0,0,0,99,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,5
410411,1,0,2,39,12,6,2015,2,6,44.03416944,-123.0443778,1,0,3,2,4,0,2,10,0,1,1,28,2,0,0,0,0,9,1,0,0,0,0,0,0,0.0,1,999,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,5
410412,1,0,1,33,12,7,2015,15,4,42.3896,-123.4066611,3,0,1,1,4,0,1,98,0,1,1,54,1,0,0,0,0,9,0,0,0,0,0,0,0,1.0,1,999,1,0,1,0,0,99,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,7
410413,1,1,1,47,12,3,2015,17,3,44.92495556,-123.0159167,8,0,3,3,1,0,3,1,0,1,0,32,1,1,0,0,0,9,0,0,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
410414,2,1,2,53,12,4,2015,18,4,44.86374722,-123.215275,9,0,1,1,1,0,2,1,0,1,1,55,2,1,0,0,0,9,1,1,0,0,0,0,0,0.0,0,999,1,0,0,4,0,99,0,0,1,0,0,0,0,0,0,0,0,0,1,99,0,5
410415,1,1,1,11,12,5,2015,1,2,43.40465833,-124.2233389,8,0,1,1,1,0,2,98,0,1,1,57,2,0,0,0,0,9,0,0,1,0,0,0,0,0.0,0,999,1,0,0,0,0,99,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0,3
