ST_CASE,VE_TOTAL,PEDS,PERSONS,COUNTY,MONTH,DAY_WEEK,YEAR,HOUR,ROUTE,LATITUDE,LONGITUD,HARM_EV,MAN_COLL,RELJCT2,TYP_INT,REL_ROAD,WRK_ZONE,LGT_COND,WEATHER,SCH_BUS,FATALS,DRUNK_DR,AGE,SEX_1,SEX_2,SEX_8,SEX_9,REST_MIS,DRUGS,BT_Sedan,BT_Pickup,BT_SUV_Van,BT_Motorcyle,BT_Truck,BT_Bus,BT_Unknown_Other,BT_Motorcycle,OOS_REG,TRAV_SP,DR_DRINK,PREV_ACC,PREV_DWI,PREV_SPD,SPEED_REL,VSPD_LIM,ACC_TYPE_A,ACC_TYPE_B,ACC_TYPE_C,ACC_TYPE_D,ACC_TYPE_E,ACC_TYPE_F,ACC_TYPE_G,ACC_TYPE_H,ACC_TYPE_I,ACC_TYPE_J,ACC_TYPE_K,ACC_TYPE_L,ACC_TYPE_M,MDRDSTRD,MVIOLATN,ROAD_FNC
410197,2,0,3,39,8,7,2015,22,6,44.01834722,-123.0922944,12,6,2,3,1,0,2,2,0,1,0,35,3,0,0,0,0,9,0,0,0,0,1,0,0,1.0,0,999,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,0,4
410198,2,0,3,71,7,5,2015,13,3,45.09890556,-123.0854833,12,2,1,1,1,0,1,1,0,1,0,69,2,1,0,0,0,0,2,0,0,0,0,0,0,0.0,0,999,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,5
410199,2,0,3,49,9,5,2015,21,1,45.84000833,-119.6794028,12,2,1,1,4,0,2,10,0,2,0,23,1,2,0,0,1,1,2,0,0,0,0,0,0,0.0,1,999,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,1
410200,1,0,6,33,8,1,2015,0,4,42.44690833,-123.479825,1,0,1,1,4,0,2,1,0,1,1,16,0,6,0,0,0,9,0,0,1,0,0,0,0,0.0,0,999,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,1,7
410201,1,0,1,65,7,3,2015,20,3,45.11374722,-121.3554889,58,0,1,1,4,0,1,1,0,1,0,48,1,0,0,0,0,9,0,0,0,0,0,0,0,1.0,0,999,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,5
410202,1,0,1,11,7,4,2015,11,3,43.05594167,-124.1314611,33,0,1,1,4,0,1,1,0,1,0,65,1,0,0,0,0,9,0,0,0,0,0,0,0,1.0,0,999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,3
410203,2,0,3,43,7,1,2015,12,4,44.61519444,-123.0326083,12,6,2,2,1,0,1,1,0,2,0,45,1,2,0,0,0,9,0,0,2,0,0,0,0,0.0,0,999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99,0,5
410204,1,0,1,41,7,4,2015,20,4,45.03615278,-123.9686667,35,0,1,1,4,0,5,1,0,1,1,54,1,0,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,7
410205,2,0,2,35,7,6,2015,21,2,43.60768333,-121.5550639,12,2,1,1,1,0,2,1,0,1,1,53,1,1,0,0,0,9,1,1,0,0,0,0,0,0.0,1,999,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,3
410206,1,0,1,67,7,5,2015,15,6,45.37496389,-122.8054444,42,0,1,1,4,0,1,1,0,1,0,46,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,4
410207,1,0,4,15,9,7,2015,16,2,42.34790556,-124.4171667,24,0,1,1,4,0,1,1,0,1,1,67,2,2,0,0,0,9,0,0,1,0,0,0,0,0.0,1,999,1,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,3
410208,2,0,2,51,9,5,2015,6,6,45.59571389,-122.7341778,12,2,1,1,1,0,1,1,0,1,0,47,2,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,999,0,1,0,0,0,99,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,3
410209,1,1,1,51,7,7,2015,21,6,45.49028889,-122.6013028,8,0,3,3,1,0,3,1,0,1,0,999,0,1,1,0,0,9,0,0,0,0,0,0,0,1.0,99,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0,5
410210,2,0,2,51,8,6,2015,1,1,45.507675,-122.5651917,12,1,1,1,1,0,3,1,0,1,1,45,2,0,0,0,0,9,1,0,0,0,0,0,0,1.0,0,999,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,99,0,1
410211,1,0,1,27,7,1,2015,6,6,45.67875278,-121.8586167,52,0,1,1,4,0,1,1,0,1,1,65,1,0,0,0,0,9,0,1,0,0,0,0,0,0.0,1,999,1,0,0,0,9,99,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,5
410212,1,0,1,27,7,1,2015,21,3,45.62108889,-121.6082444,30,0,1,1,4,0,5,1,0,1,1,51,1,0,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,5
410213,1,0,1,3,7,2,2015,14,3,44.47623333,-123.2731917,42,0,1,1,4,0,1,1,0,1,0,63,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,999,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
410214,2,0,3,1,9,3,2015,21,1,44.54450556,-117.4189417,25,0,1,1,4,0,2,1,0,1,1,52,2,1,0,0,0,9,0,1,0,0,0,0,0,1.0,1,999,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,99,0,1
410215,2,0,5,39,9,3,2015,17,3,44.278925,-123.2399139,12,6,1,1,1,0,1,1,0,2,0,23,4,1,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
410216,2,0,6,33,9,5,2015,17,2,42.18854444,-123.6475639,12,2,1,1,1,0,1,1,0,3,1,28,5,1,0,0,0,9,1,1,0,0,0,0,0,0.0,1,999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,3
410217,1,0,1,51,9,1,2015,6,2,45.49741667,-122.5825611,33,0,1,1,3,0,4,10,0,1,1,23,0,1,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,1,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,3
410218,2,0,3,5,9,2,2015,9,3,45.14994444,-122.6136722,12,2,1,1,1,0,1,10,0,1,0,16,1,2,0,0,0,0,1,1,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
410219,1,0,1,35,9,4,2015,16,4,42.42823056,-121.5182333,1,0,1,1,4,0,1,1,0,1,1,64,1,0,0,0,0,9,0,0,1,0,0,0,0,0.0,0,999,1,0,0,0,0,99,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,5
410220,1,0,4,29,8,5,2015,14,4,42.651825,-122.8155694,17,0,1,1,4,0,1,1,0,1,0,19,2,2,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,0,0,0,0,1,99,0,1,0,0,0,0,0,0,0,0,0,0,0,99,1,7
410221,1,0,1,47,7,2,2015,20,4,45.17321944,-122.9103944,42,0,1,1,4,0,5,1,0,1,0,35,1,0,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,7
410222,1,0,2,29,7,2,2015,13,1,42.4255,-123.0399639,24,0,5,1,4,0,1,1,0,1,1,49,0,2,0,0,0,0,0,1,0,0,0,0,0,0.0,0,999,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,1,1
410223,1,0,1,3,7,5,2015,23,3,44.38301389,-123.2872889,42,0,1,1,4,0,2,1,0,1,0,18,1,0,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,4
410224,2,0,2,51,7,3,2015,15,6,45.47626944,-122.5006611,12,2,1,1,1,0,1,1,0,1,1,45,1,1,0,0,0,9,1,0,1,0,0,0,0,0.0,0,999,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,4
410225,7,0,13,67,9,3,2015,19,3,45.49403056,-122.8683083,12,1,3,2,1,0,1,1,0,1,0,38,5,8,0,0,0,9,4,2,1,0,0,0,0,0.0,1,999,0,1,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,99,0,3
410226,2,0,2,41,7,6,2015,7,2,44.89341667,-124.0170889,12,1,1,1,1,0,4,1,0,1,0,47,2,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
410227,1,0,1,17,7,6,2015,5,2,44.33449444,-121.5925333,42,0,1,1,4,0,4,1,0,1,0,35,1,0,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,0,1,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,3
410228,2,0,2,59,7,6,2015,20,2,45.67600278,-118.8401583,12,6,2,2,1,0,5,1,0,1,0,30,2,0,0,0,0,9,0,1,0,0,0,0,0,1.0,0,999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
410229,1,0,1,59,7,3,2015,11,2,45.29926944,-119.0053556,1,0,1,1,4,0,1,1,0,1,0,79,1,0,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,3
410230,1,0,4,19,8,1,2015,16,4,43.40914444,-123.2375667,34,0,1,1,4,0,1,10,0,1,0,13,1,3,0,0,1,9,1,0,0,0,0,0,0,0.0,0,999,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,5
410231,1,0,1,39,8,6,2015,99,4,43.98781111,-123.3154472,34,0,1,1,4,0,2,1,0,1,1,50,1,0,0,0,0,9,0,0,0,0,0,0,0,1.0,0,999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,5
410232,2,0,3,29,8,7,2015,7,1,42.04782222,-122.606475,14,0,1,1,2,0,1,1,0,2,0,37,1,2,0,0,0,9,1,0,0,0,0,0,0,0.0,1,999,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0,1
410233,1,1,1,51,8,6,2015,13,6,45.52693056,-122.6645528,8,0,3,3,1,0,1,1,0,1,0,61,0,2,0,0,0,9,1,0,0,0,0,0,0,0.0,1,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
410234,1,0,1,39,8,5,2015,99,4,43.70707778,-123.0737944,42,0,1,1,4,0,9,1,0,1,1,49,1,0,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,5
410235,1,0,2,23,8,1,2015,5,2,44.41522222,-119.1526861,1,0,1,1,4,0,2,1,0,1,1,16,2,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0,999,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,3
410236,1,0,1,33,7,3,2015,23,3,42.14745833,-123.6016944,42,0,1,1,4,0,2,1,0,1,1,24,1,0,0,0,0,9,0,0,1,0,0,0,0,0.0,0,999,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,5
410237,1,0,1,39,7,3,2015,8,1,43.85028333,-123.0215278,33,0,5,1,4,0,1,1,0,1,1,32,1,0,0,0,0,9,0,0,0,0,0,0,0,1.0,0,999,1,0,0,2,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,1
410238,1,0,3,53,8,1,2015,7,3,45.05073333,-123.5043694,42,0,1,1,4,0,1,1,0,1,1,24,3,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0,999,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,11,3
410239,3,0,8,17,7,4,2015,22,2,44.10921944,-121.3103333,12,6,2,2,1,0,2,1,0,1,0,30,3,5,0,0,0,9,2,1,0,0,0,0,0,0.0,0,999,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,99,0,3
410240,2,0,2,41,7,6,2015,14,2,44.66243611,-124.054925,12,6,2,3,1,0,1,1,0,1,0,72,1,1,0,0,0,0,2,0,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,0,3
410241,1,1,2,5,8,7,2015,20,2,45.39911111,-122.274775,8,0,1,1,1,0,2,1,0,1,0,65,1,2,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0,3
410242,1,0,1,29,8,6,2015,18,6,42.46962778,-122.8152944,53,0,8,1,4,0,1,1,0,1,1,51,1,0,0,0,0,9,0,0,0,0,0,0,0,1.0,0,999,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,5
410243,1,1,2,51,8,2,2015,8,3,45.526425,-122.5790806,8,0,3,2,1,0,1,1,0,1,0,52,2,1,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0,3
410244,1,1,1,65,8,6,2015,15,1,45.60149722,-121.1774556,8,0,1,1,1,0,1,1,0,1,0,51,0,2,0,0,0,9,0,0,1,0,0,0,0,0.0,1,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
410245,2,0,2,39,8,4,2015,9,6,44.09295833,-123.0730778,12,6,2,2,1,0,1,1,0,1,0,65,1,1,0,0,0,9,1,1,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99,0,4
410246,2,0,2,5,1,6,2015,21,3,45.43266944,-122.3420556,12,6,2,3,1,0,2,1,0,1,0,35,1,1,0,0,0,9,0,0,1,0,0,0,0,1.0,0,999,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
410247,1,0,2,31,8,4,2015,10,2,44.52300833,-121.1806972,52,0,1,1,4,0,1,1,0,1,0,32,2,0,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,3
410248,2,0,2,45,8,5,2015,10,1,44.03804722,-116.9623833,12,1,1,1,1,0,1,1,0,1,0,40,2,0,0,0,0,9,0,0,0,0,1,0,0,0.0,1,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
410249,1,0,1,39,8,5,2015,14,3,44.09679167,-122.7056028,42,0,1,1,4,0,1,1,0,1,0,83,1,0,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,3
410250,2,0,4,47,4,4,2015,14,6,44.96010278,-123.0155778,12,2,2,2,1,0,1,10,0,1,0,39,3,1,0,0,0,0,2,0,0,0,0,0,0,0.0,0,999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,0,3
410251,1,0,2,47,6,6,2015,18,4,45.14349167,-122.9305694,1,0,3,3,1,0,1,1,0,1,1,33,1,1,0,0,0,9,0,0,1,0,0,0,0,0.0,0,999,1,0,0,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,1,99,1,7
410252,1,0,2,39,7,4,2015,20,3,44.04821667,-123.1784222,33,0,1,1,3,0,5,1,0,1,1,59,2,0,0,0,0,9,0,0,0,0,0,0,0,1.0,0,999,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,1,3
410253,1,1,1,39,9,6,2015,16,3,44.04583889,-122.9807778,8,0,3,3,1,0,1,1,0,1,0,81,1,1,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,0,0,0,0,0,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
410254,3,1,8,57,7,6,2015,14,3,45.59696111,-123.5060472,8,0,1,1,1,1,1,1,0,1,0,42,5,4,0,0,0,9,2,0,1,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4
410255,7,0,2,13,7,7,2015,2,3,44.30293056,-120.8361278,12,6,2,2,1,0,3,1,0,1,1,26,2,0,0,0,0,9,1,1,0,0,0,0,0,0.0,0,999,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99,0,3
410256,1,0,1,29,7,7,2015,20,3,42.72109444,-122.5347667,1,0,1,1,4,0,1,1,0,1,1,63,1,0,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,1,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,4
410257,1,0,1,53,9,4,2015,20,4,45.01503333,-123.1247944,1,0,3,3,4,0,2,10,0,1,1,85,1,0,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,1,0,0,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,5
410258,2,0,2,51,9,4,2015,16,2,45.49679722,-122.6314528,31,0,3,2,4,0,1,10,0,1,0,49,2,0,0,0,0,9,2,0,0,0,0,0,0,0.0,0,999,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
410259,2,0,3,19,9,1,2015,19,3,43.66008611,-123.7853944,12,2,1,1,1,0,2,1,0,1,0,54,1,2,0,0,0,9,1,1,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,3
410260,1,0,4,57,9,2,2015,19,4,45.70538889,-123.8528083,35,0,1,1,4,0,2,1,0,1,0,21,4,0,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5
410261,3,0,3,39,9,3,2015,14,2,44.18365278,-124.1152833,12,6,1,1,1,0,1,1,0,1,0,53,3,0,0,0,0,9,0,0,0,0,0,0,0,3.0,1,999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3
410262,1,0,2,25,9,5,2015,20,2,43.53169444,-119.3137639,1,0,1,1,4,0,2,98,0,2,1,32,1,1,0,0,0,9,0,0,1,0,0,0,0,0.0,1,999,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,3
410263,1,0,1,45,9,5,2015,22,2,44.27433611,-117.6441083,1,0,1,1,4,0,2,1,0,1,0,63,1,0,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,3
410264,1,0,1,53,9,4,2015,21,4,45.0387,-123.4051917,1,0,1,1,4,0,2,1,0,1,1,48,1,0,0,0,0,9,0,0,0,0,0,0,0,1.0,0,999,1,0,0,2,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,6
410265,1,0,1,23,9,6,2015,16,4,99.9999,999.9999,42,0,1,1,4,0,1,1,0,1,0,59,1,0,0,0,0,9,0,0,0,0,1,0,0,0.0,0,999,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,5
410266,4,0,2,33,9,7,2015,15,3,42.421675,-123.3011278,12,6,1,1,1,0,1,1,0,1,1,64,2,0,0,0,0,9,0,2,0,0,0,0,0,0.0,0,999,1,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,3
410267,1,1,1,51,9,1,2015,2,6,45.51931667,-122.6358944,8,0,3,3,1,0,3,10,0,1,1,27,2,0,0,0,0,9,1,0,0,0,0,0,0,0.0,1,999,1,0,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,5
410268,1,0,1,29,9,1,2015,13,1,42.088725,-122.6032278,25,0,1,1,3,0,1,1,0,1,0,70,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,999,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,1
410269,2,0,2,71,9,4,2015,9,3,45.08489167,-123.4135778,12,6,2,2,1,0,1,1,0,1,0,39,1,1,0,0,1,9,1,0,0,0,1,0,0,0.0,0,999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99,0,3
410270,1,1,2,67,10,5,2015,19,6,45.53364167,-122.9312111,8,0,3,3,1,0,3,1,0,1,0,32,1,2,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3
410271,1,1,1,5,9,6,2015,0,3,45.33055278,-122.5756278,8,0,1,1,1,0,3,1,0,1,0,24,2,0,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,72,3
410272,1,0,1,55,10,7,2015,0,2,45.55951944,-120.6910722,1,0,1,1,4,0,2,98,0,1,1,29,0,1,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,1,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,3
410273,1,1,3,35,10,1,2015,20,2,42.18063333,-121.8013583,8,0,1,1,1,0,2,1,0,1,0,27,2,2,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
410274,2,0,3,29,10,1,2015,16,4,42.40206111,-122.9685139,12,1,1,1,1,0,1,1,0,1,1,62,2,1,0,0,0,9,0,1,0,0,0,0,0,1.0,0,999,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,99,0,6
410275,2,0,2,61,10,2,2015,6,3,45.36230556,-118.0027194,12,2,1,1,1,0,4,1,0,1,0,24,2,0,0,0,0,9,0,0,1,0,1,0,0,0.0,1,999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,3
410276,1,1,1,51,10,2,2015,8,6,45.52192778,-122.4771444,8,0,3,2,1,0,1,1,0,1,0,36,1,1,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,2,3
410277,1,0,7,59,9,5,2015,14,1,45.66473889,-118.8120444,1,0,1,1,3,0,1,1,0,1,0,39,5,2,0,0,0,9,0,0,1,0,0,0,0,0.0,1,999,0,0,0,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,1
410278,1,1,0,33,9,7,2015,1,4,42.49703889,-123.3618833,8,0,1,1,2,0,2,98,0,1,0,59,1,0,0,0,0,9,0,0,0,0,1,0,0,0.0,0,999,0,0,0,0,9,99,0,0,1,0,0,0,0,0,0,0,0,0,0,16,99,4
410279,2,0,2,17,10,5,2015,13,4,44.01530833,-121.2590083,12,2,1,1,1,0,1,1,0,1,0,49,2,0,0,0,0,9,0,1,0,0,1,0,0,0.0,0,999,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
410280,2,0,7,29,10,6,2015,14,4,42.52751944,-123.1625722,12,2,1,1,1,0,1,98,0,2,0,32,4,3,0,0,0,9,0,0,2,0,0,0,0,0.0,0,999,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,5
410281,1,0,1,53,10,1,2015,22,3,45.0523,-123.4977417,30,0,3,4,4,0,2,10,0,1,1,47,1,0,0,0,0,9,0,0,1,0,0,0,0,0.0,1,999,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,5
410282,2,0,2,51,9,1,2015,0,6,45.46695278,-122.7115944,12,6,2,3,1,0,3,1,0,1,1,28,2,0,0,0,0,9,0,0,1,0,0,0,0,1.0,0,999,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,0,5
410283,1,0,1,15,5,3,2015,10,2,42.31691389,-124.4163278,34,0,1,1,4,0,1,1,0,1,0,85,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0,999,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,3
410284,1,0,1,67,10,3,2015,20,6,45.39699167,-122.9628556,34,0,1,1,4,0,2,1,0,1,0,42,1,0,0,0,0,9,0,0,0,0,0,0,0,1.0,0,999,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,6
410285,1,0,1,39,11,1,2015,17,4,44.00240278,-123.2697444,34,0,1,1,4,0,5,2,0,1,1,52,1,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0,999,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,5
410286,1,1,1,51,11,1,2015,1,2,45.577125,-122.6975,8,0,1,1,1,0,3,10,0,1,1,24,2,0,0,0,0,9,0,0,1,0,0,0,0,0.0,0,999,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,1,4
410287,1,0,1,43,10,4,2015,2,3,44.56038333,-123.1207194,31,0,1,1,3,0,3,10,0,1,1,36,1,0,0,0,0,9,0,0,0,0,0,0,0,1.0,0,999,1,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,3
410288,1,0,1,33,11,5,2015,13,3,42.44195278,-123.4617028,42,0,1,1,4,0,1,10,0,1,1,43,1,0,0,0,0,9,0,0,0,0,0,0,0,1.0,0,999,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,5
410289,1,0,2,29,11,2,2015,16,1,42.08883611,-122.6032111,1,0,1,1,4,0,5,5,0,1,0,56,1,1,0,0,0,9,0,1,0,0,0,0,0,0.0,1,999,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,1
410290,1,0,2,33,10,6,2015,21,4,42.27177778,-123.5952556,1,0,1,1,4,0,2,1,0,2,1,23,2,0,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,5
410291,1,1,1,59,10,6,2015,6,3,45.84959722,-119.3043611,8,0,1,1,1,0,4,1,0,1,0,56,2,0,0,0,0,9,0,0,0,0,1,0,0,0.0,0,999,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0,4
410292,1,0,4,9,10,7,2015,1,4,45.88973333,-122.9820861,1,0,1,1,4,0,2,10,0,1,1,25,4,0,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,6
410293,1,0,1,35,10,1,2015,16,2,42.87658889,-121.8311972,1,0,1,1,4,0,1,1,0,1,0,64,1,0,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,3
410294,2,0,2,39,10,5,2015,9,1,43.99468611,-123.0054222,12,6,1,1,1,0,1,1,0,1,0,65,2,0,0,0,0,9,1,1,0,0,0,0,0,0.0,1,999,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,1
